id,url,primaryTitle,originalTitle,type,description,primaryImage,thumbnails,trailer,contentRating,startYear,endYear,releaseDate,interests,countriesOfOrigin,externalLinks,spokenLanguages,filmingLocations,productionCompanies,budget,grossWorldwide,genres,isAdult,runtimeMinutes,averageRating,numVotes,metascore
tt0057565,https://www.imdb.com/title/tt0057565/,High and Low,Tengoku to jigoku,movie,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,https://m.media-amazon.com/images/M/MV5BOTFmOTNjYjUtMDA2MC00ZTJiLThiYzktNDdjNzQwMjNkN2NmXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BOTFmOTNjYjUtMDA2MC00ZTJiLThiYzktNDdjNzQwMjNkN2NmXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BOTFmOTNjYjUtMDA2MC00ZTJiLThiYzktNDdjNzQwMjNkN2NmXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BOTFmOTNjYjUtMDA2MC00ZTJiLThiYzktNDdjNzQwMjNkN2NmXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=ELsgPvgDBoY,Not Rated,1963,,1963-11-26,"['Japanese', 'Police Procedural', 'Psychological Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']",['JP'],[],['ja'],"['Toho Studios, Tokyo, Japan']","[{'id': 'co0002219', 'name': 'Toho'}, {'id': 'co0095216', 'name': 'Kurosawa Production Co.'}]",230000000.0,72745.0,"['Crime', 'Drama', 'Mystery']",False,143,8.4,72863,90.0
tt4154796,https://www.imdb.com/title/tt4154796/,Avengers: Endgame,Avengers: Endgame,movie,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.",https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=hA6hldpSTF8,PG-13,2019,,2019-04-26,"['Marvel', 'Action Epic', 'Adventure Epic', 'Epic', 'Sci-Fi Epic', 'Space Sci-Fi', 'Superhero', 'Time Travel', 'Action', 'Adventure']",['US'],"['https://www.marvel.com/movies/avengers-endgame', 'https://www.facebook.com/avengers']","['en', 'ja', 'xh', 'de']","['Durham Cathedral, The College, Durham, County Durham, England, UK']","[{'id': 'co0051941', 'name': 'Marvel Studios'}]",356000000.0,2799439100.0,"['Action', 'Adventure', 'Sci-Fi']",False,181,8.4,1469332,78.0
tt0119217,https://www.imdb.com/title/tt0119217/,Good Will Hunting,Good Will Hunting,movie,"A therapist counsels Will Hunting, a janitor with a genius IQ.",https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=ReIJ1lbL-Q8,R,1997,,1998-01-09,"['Coming-of-Age', 'Psychological Drama', 'Drama', 'Romance']",['US'],"['http://www.facebook.com/GoodWillHuntingMovie', 'http://www.miramax.com/movie/good-will-hunting']",['en'],"['Massachusetts Turnpike, Massachusetts, USA']","[{'id': 'co0022594', 'name': 'Miramax'}, {'id': 'co0093776', 'name': 'Lawrence Bender Productions'}, {'id': 'co0031032', 'name': 'Be Gentlemen Limited Partnership'}]",10000000.0,225933435.0,"['Drama', 'Romance']",False,126,8.4,1232731,71.0
tt2380307,https://www.imdb.com/title/tt2380307/,Coco,Coco,movie,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=xlnPHQ3TLX8,PG,2017,,2017-11-22,"['Adventure Epic', 'Computer Animation', 'Dark Comedy', 'Epic', 'Fantasy Epic', 'Psychological Drama', 'Supernatural Fantasy', 'Adventure', 'Animation', 'Drama']","['US', 'MX']","['https://www.facebook.com/PixarCoco', 'https://movies.disney.com/coco']","['en', 'es']","['Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA']","[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}, {'id': 'co0679476', 'name': 'Día de Muertos'}]",175000000.0,822423956.0,"['Adventure', 'Animation', 'Drama']",False,105,8.4,719956,81.0
tt1345836,https://www.imdb.com/title/tt1345836/,The Dark Knight Rises,The Dark Knight Rises,movie,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.",https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=z5Humz3ONgk,PG-13,2012,,2012-07-20,"['DC', 'Action Epic', 'Epic', 'Psychological Drama', 'Superhero', 'Crime', 'Thriller']","['US', 'GB']","['https://www.facebook.com/darkknighttrilogy', 'https://www.warnerbros.com/movies/dark-knight-rises']","['en', 'ar']","['Mehrangarh Fort, Jodhpur, Rajasthan, India']","[{'id': 'co0002663', 'name': 'Warner Bros.'}, {'id': 'co1041831', 'name': 'Legendary Pictures'}, {'id': 'co0123927', 'name': 'DC Entertainment'}]",250000000.0,1085429532.0,"['Crime', 'Thriller']",False,164,8.4,2015322,78.0
tt0114709,https://www.imdb.com/title/tt0114709/,Toy Story,Toy Story,movie,"A cowboy doll is profoundly jealous when a new spaceman action figure supplants him as the top toy in a boy's bedroom. When circumstances separate them from their owner, the duo have to put aside their differences to return to him.",https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=tN1A2mVnrOM,G,1995,,1995-11-22,"['Toy Story', 'Buddy Comedy', 'Computer Animation', 'Quest', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",['US'],"['https://www.facebook.com/PixarToyStory', 'http://toystory.disney.com/toy-story']",['en'],"['Pixar Animation Studios - 1001 W. Cutting Blvd., Richmond, California, USA']","[{'id': 'co0008970', 'name': 'Walt Disney Pictures'}, {'id': 'co0017902', 'name': 'Pixar Animation Studios'}]",30000000.0,401157969.0,"['Adventure', 'Animation', 'Comedy']",False,81,8.3,1191245,96.0
tt0086879,https://www.imdb.com/title/tt0086879/,Amadeus,Amadeus,movie,"In 18th-century Vienna, court composer Antonio Salieri becomes awed and consumed by envy when the gifted, irreverent Wolfgang Amadeus Mozart bursts onto the imperial music scene.",https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=_R4fbdzzXok,PG,1984,,1984-09-19,"['Costume Drama', 'Epic', 'Period Drama', 'Psychological Drama', 'Tragedy', 'Biography', 'Drama', 'Music']","['US', 'FR']",['https://www.facebook.com/AmadeusFilm'],"['en', 'it', 'la', 'de', 'fr']","['Barrandov Studios, Prague, Czech Republic']","[{'id': 'co0061706', 'name': 'The Saul Zaentz Company'}, {'id': 'co0001757', 'name': 'AMLF'}]",18000000.0,52271162.0,"['Biography', 'Drama', 'Music']",False,160,8.4,471289,87.0
tt5311514,https://www.imdb.com/title/tt5311514/,Your Name.,Kimi no na wa.,movie,"Two teenagers, a city boy in Tokyo and a girl in rural Japan, mysteriously begin swapping bodies, forging a connection that sends them searching for one another.",https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=xU47nhruN-Q,,2016,,2017-04-07,"['Japanese', 'Anime', 'Hand-Drawn Animation', 'Psychological Drama', 'Shōjo', 'Animation', 'Drama', 'Fantasy', 'Romance']",['JP'],"['https://www.cwfilms.jp/en/products/article/kiminona.html', 'https://www.funimationfilms.com/movie/yourname/']",['ja'],[],"[{'id': 'co0028938', 'name': 'Amuse'}, {'id': 'co0279747', 'name': 'CoMix Wave Films'}, {'id': 'co0169715', 'name': 'East Japan Marketing & Communications Inc.'}]",370000000.0,405631820.0,"['Animation', 'Drama', 'Fantasy']",False,106,8.4,400218,81.0
tt0082096,https://www.imdb.com/title/tt0082096/,Das Boot,Das Boot,movie,"During World War II, a German U-boat crew embarks on a perilous Atlantic patrol, confronting enemy attacks, isolation, and the crushing strain of life underwater.",https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=r37MmBuFoc0,,1981,,1982-02-10,"['German', 'Epic', 'Period Drama', 'Psychological Drama', 'Survival', 'War Epic', 'Drama', 'War']",['XWG'],['https://dasboot.officialwebsite.art/'],"['de', 'en', 'fr']",['North Sea near Heligoland'],"[{'id': 'co0011145', 'name': 'Bavaria Film'}, {'id': 'co0004917', 'name': 'Twin Bros. Productions'}, {'id': 'co0100358', 'name': 'Radiant Film GmbH'}]",32000000.0,11489279.0,"['Drama', 'War']",False,149,8.3,289519,85.0
tt0112573,https://www.imdb.com/title/tt0112573/,Braveheart,Braveheart,movie,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=nMft5QDOHek,R,1995,,1995-05-24,"['Action Epic', 'Costume Drama', 'Epic', 'Period Drama', 'War Epic', 'Drama', 'War']",['US'],"['https://www.facebook.com/braveheartmovie/', 'https://www.paramountpictures.com/movies/braveheart']","['en', 'fr', 'la', 'gd', 'it']","['Fort William, Glen Coe, Highland, Scotland, UK']","[{'id': 'co0000700', 'name': 'Icon Entertainment International'}, {'id': 'co0042559', 'name': 'The Ladd Company'}, {'id': 'co0078539', 'name': 'B.H. Finance C.V.'}]",72000000.0,213216216.0,"['Drama', 'War']",False,178,8.3,1168115,68.0
tt0119698,https://www.imdb.com/title/tt0119698/,Princess Mononoke,Mononoke-hime,movie,"After a deadly curse forces him from home, young warrior Ashitaka journeys west and is drawn into a conflict between ancient forest spirits, an iron town, and a wolf-raised girl.",https://m.media-amazon.com/images/M/MV5BZTcyN2Y0MDYtMGI1NC00MWQ1LWFhZGMtN2U4NTcxZGYyNjljXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BZTcyN2Y0MDYtMGI1NC00MWQ1LWFhZGMtN2U4NTcxZGYyNjljXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BZTcyN2Y0MDYtMGI1NC00MWQ1LWFhZGMtN2U4NTcxZGYyNjljXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BZTcyN2Y0MDYtMGI1NC00MWQ1LWFhZGMtN2U4NTcxZGYyNjljXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=4OiMOHRDs14,PG-13,1997,,1997-07-12,"['Japanese', 'Action Epic', 'Adult Animation', 'Adventure Epic', 'Anime', 'Dark Fantasy', 'Epic', 'Fantasy Epic', 'Hand-Drawn Animation', 'Quest']",['JP'],['http://movies.disney.com/princess-mononoke'],['ja'],[],"[{'id': 'co0064941', 'name': 'DENTSU Music And Entertainment'}, {'id': 'co0205112', 'name': 'Nibariki'}, {'id': 'co0003850', 'name': 'Nippon Television Network (NTV)'}]",2400000000.0,34598531.0,"['Adventure', 'Animation', 'Fantasy']",False,133,8.3,487968,78.0
tt1187043,https://www.imdb.com/title/tt1187043/,3 Idiots,3 Idiots,movie,"Two friends search for a brilliant, free-spirited classmate whose unconventional approach to engineering school changed their lives and challenged a rigid education system.",https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=xvszmNXdM4w,PG-13,2009,,2009-12-25,"['Hindi', 'Buddy Comedy', 'Coming-of-Age', 'Parody', 'Quirky Comedy', 'Satire', 'Comedy', 'Drama']",['IN'],['https://www.sonyliv.com/movies/3-idiots-1000007674'],"['hi', 'en']","['IIM Campus, Bangalore, Karnataka, India']","[{'id': 'co0106826', 'name': 'Vinod Chopra Productions'}]",550000000.0,60262836.0,"['Comedy', 'Drama']",False,170,8.4,486975,67.0
tt0364569,https://www.imdb.com/title/tt0364569/,Oldboy,Oldeuboi,movie,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.",https://m.media-amazon.com/images/M/MV5BMTAwNzNjYWItZmI0Ni00ZTcyLWIwNWMtZjlmNGMxZTEyYTJmXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMTAwNzNjYWItZmI0Ni00ZTcyLWIwNWMtZjlmNGMxZTEyYTJmXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTAwNzNjYWItZmI0Ni00ZTcyLWIwNWMtZjlmNGMxZTEyYTJmXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMTAwNzNjYWItZmI0Ni00ZTcyLWIwNWMtZjlmNGMxZTEyYTJmXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=w4UUGIIZxFU,R,2003,,2003-11-21,"['Korean', 'One-Person Army Action', 'Psychological Drama', 'Psychological Thriller', 'Suspense Mystery', 'Action', 'Drama', 'Mystery', 'Thriller']",['KR'],"['https://tv.apple.com/movie/oldboy/umc.cmc.2q0xcgvjxb6i1c5dpkah6s7po', 'http://oldboy.film.ru/']",['ko'],"['Busan, South Korea']","[{'id': 'co0102054', 'name': 'Show East'}, {'id': 'co0086996', 'name': 'Egg Films'}]",3000000.0,17617021.0,"['Action', 'Drama', 'Mystery']",False,120,8.3,727174,78.0
tt0057012,https://www.imdb.com/title/tt0057012/,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,movie,"When a rogue U.S. general orders an unauthorized nuclear attack on the Soviet Union, leaders in the War Room race to prevent global catastrophe.",https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=98NaJ8ss4sY,PG,1964,,1964-01-29,"['Dark Comedy', 'Farce', 'Parody', 'Political Drama', 'Psychological Drama', 'Quirky Comedy', 'Satire', 'Tragedy', 'Comedy', 'War']","['GB', 'US']",['https://www.sonypictures.com/movies/drstrangeloveorhowilearnedtostopworryingandlovethebomb'],"['en', 'ru']","['Banff National Park, Alberta, Canada']","[{'id': 'co0038089', 'name': 'Stanley Kubrick Productions'}, {'id': 'co0108852', 'name': 'Columbia Pictures Corporation'}]",1800000.0,9820632.0,"['Comedy', 'War']",False,95,8.3,552852,97.0
tt0169547,https://www.imdb.com/title/tt0169547/,American Beauty,American Beauty,movie,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=3ycmmJ6rxA8,R,1999,,1999-10-01,"['Dark Comedy', 'Psychological Drama', 'Drama']",['US'],['https://www.facebook.com/americanbeautymovie'],['en'],"['Sacramento, California, USA']","[{'id': 'co0819670', 'name': 'DreamWorks Pictures'}, {'id': 'co0021095', 'name': 'Jinks/Cohen Company'}]",15000000.0,356296601.0,['Drama'],False,122,8.3,1284509,84.0
tt8267604,https://www.imdb.com/title/tt8267604/,Capernaum,Capharnaüm,movie,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",https://m.media-amazon.com/images/M/MV5BYzEyMzQ1OTktZTljZi00OWQzLWE2ZmUtZjQyNzBjYjE1NTc0XkEyXkFqcGc@.jpg,"[{'url': 'https://m.media-amazon.com/images/M/MV5BYzEyMzQ1OTktZTljZi00OWQzLWE2ZmUtZjQyNzBjYjE1NTc0XkEyXkFqcGc@._V1_QL75_UX100_CR0,0,100,148_.jpg', 'width': 100, 'height': 148}, {'url': 'https://m.media-amazon.com/images/M/MV5BYzEyMzQ1OTktZTljZi00OWQzLWE2ZmUtZjQyNzBjYjE1NTc0XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg', 'width': 280, 'height': 414}, {'url': 'https://m.media-amazon.com/images/M/MV5BYzEyMzQ1OTktZTljZi00OWQzLWE2ZmUtZjQyNzBjYjE1NTc0XkEyXkFqcGc@._V1_QL75_UX380_CR0,0,380,562_.jpg', 'width': 380, 'height': 562}]",https://www.youtube.com/watch?v=ULUo0048xZE,R,2018,,2018-09-20,"['Arabic', 'Coming-of-Age', 'Legal Drama', 'Psychological Drama', 'Drama']","['LB', 'US', 'FR', 'CY', 'QA', 'GB']","['https://tv.apple.com/movie/capernaum/umc.cmc.55s3m8r2p013chcv27tgiy1y2', 'https://www.facebook.com/CapharnaumFilm/']","['ar', 'am']","['Cola, Beirut, Lebanon']","[{'id': 'co0694202', 'name': 'Mooz Films'}, {'id': 'co0739287', 'name': 'Cedrus Invest Bank'}, {'id': 'co0739288', 'name': 'Sunnyland Film'}]",4000000.0,64417003.0,['Drama'],False,126,8.4,125920,75.0
